,curve_idx,target,sample_type,sample_id,igi_call,cycle_no,Fn,rn,groundtruth,Igi_call_quant,groundtruth_target
930439,38889,MS2,Clinical Sample,S184089,Positive,40,340563.88,340563.875,1,1,1
930479,38868,MS2,Clinical Sample,S184129,Positive,40,346448.2,346448.1875,1,1,1
930519,38870,MS2,Clinical Sample,S184169,Positive,40,381419.88,381419.875,1,1,1
930559,38872,MS2,Clinical Sample,S184209,Positive,40,372451.47,372451.46875,1,1,1
930599,38874,MS2,Clinical Sample,S184249,Positive,40,306852.28,306852.28125,1,1,1
930639,38879,MS2,Clinical Sample,S184324,Positive,40,301463.7,301463.6875,1,1,1
930679,38892,MS2,Clinical Sample,S183939,Positive,40,296463.72,296463.71875,1,1,1
930719,38909,MS2,Clinical Sample,S183979,Positive,40,304488.97,304488.96875,1,1,1
930759,38911,MS2,Clinical Sample,S184019,Positive,40,404843.4,404843.40625,1,1,1
930799,38913,MS2,Clinical Sample,S184054,Positive,40,345935.84,345935.84375,1,1,1
930839,38915,MS2,Clinical Sample,S184094,Positive,40,425569.5,425569.5,1,1,1
930879,38894,MS2,Clinical Sample,S184134,Positive,40,353218.78,353218.78125,1,1,1
930919,38896,MS2,Clinical Sample,S184174,Positive,40,358920.3,358920.3125,1,1,1
930959,38898,MS2,Clinical Sample,S184214,Positive,40,333521.4,333521.40625,1,1,1
930999,38900,MS2,Clinical Sample,S184254,Positive,40,377143.3,377143.3125,1,1,1
931039,38902,MS2,Clinical Sample,S184289,Positive,40,334068.72,334068.71875,1,1,1
931079,38905,MS2,Clinical Sample,S184329,Positive,40,284499.53,284499.53125,1,1,1
931124,99088,RnaseP,Clinical Sample,S1311447,Positive,45,234345.1,234345.09375,1,1,1
931169,99099,RnaseP,Clinical Sample,S1311450,Positive,45,318508.8,318508.8125,1,1,1
931214,99105,RnaseP,Clinical Sample,S1311386,Positive,45,310272.97,310272.96875,1,1,1
931259,99106,RnaseP,Clinical Sample,S1311490,Positive,45,342017.56,342017.5625,1,1,1
931304,99107,RnaseP,Clinical Sample,S1311378,Positive,45,276272.6,276272.59375,1,1,1
931349,99108,RnaseP,Clinical Sample,S1311530,Positive,45,313334.75,313334.75,1,1,1
931394,99109,RnaseP,Clinical Sample,S1311361,Positive,45,430540.25,430540.25,1,1,1
931439,99110,RnaseP,Clinical Sample,S1311570,Positive,45,343236.94,343236.9375,1,1,1
931484,99111,RnaseP,Clinical Sample,S1311368,Positive,45,335153.84,335153.84375,1,1,1
931529,99089,RnaseP,Clinical Sample,S1311605,Positive,45,341658.84,341658.84375,1,1,1
931574,99090,RnaseP,Clinical Sample,S1311326,Positive,45,372563.12,372563.125,1,1,1
931619,99091,RnaseP,Clinical Sample,S1311645,Positive,45,361212.38,361212.375,1,1,1
931664,99092,RnaseP,Clinical Sample,S1311337,Positive,45,361772.0,361772.0,1,1,1
931709,99093,RnaseP,Clinical Sample,S1311441,Positive,45,294907.94,294907.9375,1,1,1
931754,99094,RnaseP,Clinical Sample,S1311342,Positive,45,339581.16,339581.15625,1,1,1
931799,99095,RnaseP,Clinical Sample,S1311432,Positive,45,345918.47,345918.46875,1,1,1
931844,99096,RnaseP,Clinical Sample,S1311350,Positive,45,350941.6,350941.59375,1,1,1
931889,99097,RnaseP,Clinical Sample,S1311400,Positive,45,184933.45,184933.453125,1,1,1
931934,99098,RnaseP,Clinical Sample,S1311353,Positive,45,288436.8,288436.8125,1,1,1
931979,99100,RnaseP,Clinical Sample,S1311425,Positive,45,303458.62,303458.625,1,1,1
932024,99101,RnaseP,Clinical Sample,S1311391,Positive,45,338056.44,338056.4375,1,1,1
932069,99102,RnaseP,Clinical Sample,S1311414,Positive,45,341566.28,341566.28125,1,1,1
932114,99104,RnaseP,Clinical Sample,S1311408,Positive,45,287895.84,287895.84375,1,1,1
932159,99136,RnaseP,Clinical Sample,S1311316,Positive,45,268858.47,268858.46875,1,1,1
932204,99147,RnaseP,Clinical Sample,S1311455,Positive,45,329833.25,329833.25,1,1,1
932249,99153,RnaseP,Clinical Sample,S1311385,Positive,45,340987.75,340987.75,1,1,1
932294,99154,RnaseP,Clinical Sample,S1311495,Positive,45,328493.03,328493.03125,1,1,1
932339,99155,RnaseP,Clinical Sample,S1311377,Positive,45,350797.5,350797.5,1,1,1
932384,99156,RnaseP,Clinical Sample,S1311535,Positive,45,345891.22,345891.21875,1,1,1
932429,99157,RnaseP,Clinical Sample,S1311362,Positive,45,373675.84,373675.84375,1,1,1
932474,99158,RnaseP,Clinical Sample,S1311575,Positive,45,358829.28,358829.28125,1,1,1
932519,99159,RnaseP,Clinical Sample,S1311369,Positive,45,361541.44,361541.4375,1,1,1
932564,99137,RnaseP,Clinical Sample,S1311610,Positive,45,366311.0,366311.0,1,1,1
932609,99138,RnaseP,Clinical Sample,S1311327,Positive,45,364350.47,364350.46875,1,1,1
932654,99139,RnaseP,Clinical Sample,S1311650,Positive,45,357986.84,357986.84375,1,1,1
932699,99140,RnaseP,Clinical Sample,S1311336,Positive,45,339831.25,339831.25,1,1,1
932744,99141,RnaseP,Clinical Sample,S1311446,Positive,45,251442.84,251442.84375,1,1,1
932789,99142,RnaseP,Clinical Sample,S1311343,Positive,45,328682.88,328682.875,1,1,1
932834,99143,RnaseP,Clinical Sample,S1311438,Positive,45,357015.4,357015.40625,1,1,1
932879,99144,RnaseP,Clinical Sample,S1311360,Positive,45,321635.22,321635.21875,1,1,1
932924,99145,RnaseP,Clinical Sample,S1311401,Positive,45,348791.53,348791.53125,1,1,1
932969,99146,RnaseP,Clinical Sample,S1311351,Positive,45,359143.75,359143.75,1,1,1
933014,99148,RnaseP,Clinical Sample,S1311424,Positive,45,389023.56,389023.5625,1,1,1
933059,99149,RnaseP,Clinical Sample,S1311392,Positive,45,338144.06,338144.0625,1,1,1
933104,99150,RnaseP,Clinical Sample,S1311406,Positive,45,335187.16,335187.15625,1,1,1
933149,99152,RnaseP,Clinical Sample,S1311409,Positive,45,314958.16,314958.15625,1,1,1
933194,99184,RnaseP,Clinical Sample,S1311448,Positive,45,230410.98,230410.984375,1,1,1
933239,99195,RnaseP,Clinical Sample,S1311460,Positive,45,317410.22,317410.21875,1,1,1
933284,99201,RnaseP,Clinical Sample,S1311384,Positive,45,294060.38,294060.375,1,1,1
933329,99202,RnaseP,Clinical Sample,S1311500,Positive,45,345171.1,345171.09375,1,1,1
933374,99203,RnaseP,Clinical Sample,S1311376,Positive,45,319557.8,319557.8125,1,1,1
933419,99204,RnaseP,Clinical Sample,S1311540,Positive,45,294198.88,294198.875,1,1,1
933464,99205,RnaseP,Clinical Sample,S1311363,Positive,45,239068.33,239068.328125,1,1,1
933509,99206,RnaseP,Clinical Sample,S1311580,Positive,45,345234.88,345234.875,1,1,1
933554,99207,RnaseP,Clinical Sample,S1311370,Positive,45,326484.3,326484.3125,1,1,1
933599,99185,RnaseP,Clinical Sample,S1311615,Positive,45,258378.66,258378.65625,1,1,1
933644,99186,RnaseP,Clinical Sample,S1311328,Positive,45,361252.3,361252.3125,1,1,1
933689,99187,RnaseP,Clinical Sample,S1311655,Positive,45,350234.2,350234.1875,1,1,1
933734,99188,RnaseP,Clinical Sample,S1311335,Positive,45,262051.9,262051.90625,1,1,1
933779,99189,RnaseP,Clinical Sample,S1311435,Positive,45,373018.22,373018.21875,1,1,1
933824,99190,RnaseP,Clinical Sample,S1311344,Positive,45,335360.12,335360.125,1,1,1
933869,99191,RnaseP,Clinical Sample,S1311431,Positive,45,246663.14,246663.140625,1,1,1
933914,99192,RnaseP,Clinical Sample,S1311359,Positive,45,334635.75,334635.75,1,1,1
933959,99193,RnaseP,Clinical Sample,S1311402,Positive,45,350203.1,350203.09375,1,1,1
934004,99194,RnaseP,Clinical Sample,S1309710,Positive,45,357587.75,357587.75,1,1,1
934049,99196,RnaseP,Clinical Sample,S1311423,Positive,45,324314.22,324314.21875,1,1,1
934094,99197,RnaseP,Clinical Sample,S1311393,Positive,45,320322.12,320322.125,1,1,1
934139,99198,RnaseP,Clinical Sample,S1311415,Positive,45,344811.94,344811.9375,1,1,1
934184,99199,RnaseP,Clinical Sample,S1311442,Positive,45,342991.94,342991.9375,1,1,1
934229,99200,RnaseP,Clinical Sample,S1311420,Positive,45,324408.7,324408.6875,1,1,1
934274,99232,RnaseP,Clinical Sample,S1311449,Positive,45,192860.53,192860.53125,1,1,1
934319,99243,RnaseP,Clinical Sample,S1311465,Positive,45,334128.5,334128.5,1,1,1
934364,99249,RnaseP,Clinical Sample,S1311383,Positive,45,334266.2,334266.1875,1,1,1
934409,99250,RnaseP,Clinical Sample,S1311505,Positive,45,323332.38,323332.375,1,1,1
934454,99251,RnaseP,Clinical Sample,S1311375,Negative,45,63477.234,63477.234375,1,0,1
934499,99252,RnaseP,Clinical Sample,S1311545,Positive,45,350925.0,350925.0,1,1,1
934544,99255,RnaseP,Clinical Sample,S1311321,Positive,45,346811.22,346811.21875,1,1,1
934589,99233,RnaseP,Clinical Sample,S1311620,Positive,45,156497.27,156497.265625,1,1,1
934634,99234,RnaseP,Clinical Sample,S1311329,Positive,45,375333.9,375333.90625,1,1,1
934679,99235,RnaseP,Clinical Sample,S1311660,Positive,45,329653.5,329653.5,1,1,1
934724,99236,RnaseP,Clinical Sample,S1311334,Positive,45,341444.6,341444.59375,1,1,1
934769,99237,RnaseP,Clinical Sample,S1311434,Positive,45,366871.0,366871.0,1,1,1
934814,99238,RnaseP,Clinical Sample,S1311345,Positive,45,304436.22,304436.21875,1,1,1
934859,99239,RnaseP,Clinical Sample,S1311437,Positive,45,526506.75,526506.75,1,1,1
934904,99240,RnaseP,Clinical Sample,S1311358,Positive,45,356683.62,356683.625,1,1,1
934949,99241,RnaseP,Clinical Sample,S1311412,Positive,45,364731.8,364731.8125,1,1,1
934994,99242,RnaseP,Clinical Sample,S1309709,Positive,45,384004.97,384004.96875,1,1,1
935039,99244,RnaseP,Clinical Sample,S1311403,Positive,45,359851.38,359851.375,1,1,1
935084,99245,RnaseP,Clinical Sample,S1311394,Positive,45,258767.28,258767.28125,1,1,1
935129,99246,RnaseP,Clinical Sample,S1311416,Positive,45,354338.88,354338.875,1,1,1
935174,99247,RnaseP,Clinical Sample,S1311443,Positive,45,337044.56,337044.5625,1,1,1
935219,99248,RnaseP,Clinical Sample,S1311421,Positive,45,319839.16,319839.15625,1,1,1
935264,99280,RnaseP,Clinical Sample,S1311320,Positive,45,333218.16,333218.15625,1,1,1
935309,99291,RnaseP,Clinical Sample,S1311470,Positive,45,312312.47,312312.46875,1,1,1
935354,99297,RnaseP,Clinical Sample,S1311382,Positive,45,305314.5,305314.5,1,1,1
935399,99298,RnaseP,Clinical Sample,S1311510,Positive,45,283583.25,283583.25,1,1,1
935444,99299,RnaseP,Clinical Sample,S1311374,Positive,45,302334.6,302334.59375,1,1,1
935489,99300,RnaseP,Clinical Sample,S1311550,Positive,45,321679.2,321679.1875,1,1,1
935534,99301,RnaseP,Clinical Sample,S1311364,Positive,45,326932.88,326932.875,1,1,1
935579,99302,RnaseP,Clinical Sample,S1311585,Positive,45,357015.03,357015.03125,1,1,1
935624,99303,RnaseP,Clinical Sample,S1311322,Positive,45,345137.22,345137.21875,1,1,1
935669,99281,RnaseP,Clinical Sample,S1311625,Positive,45,341277.0,341277.0,1,1,1
935714,99282,RnaseP,Clinical Sample,S1311330,Positive,45,367602.2,367602.1875,1,1,1
935759,99283,RnaseP,Clinical Sample,S1311665,Positive,45,319951.06,319951.0625,1,1,1
935804,99284,RnaseP,Clinical Sample,S1311333,Positive,45,298562.3,298562.3125,1,1,1
935849,99285,RnaseP,Clinical Sample,S1311433,Positive,45,348052.9,348052.90625,1,1,1
935894,99286,RnaseP,Clinical Sample,S1311346,Positive,45,253519.8,253519.796875,1,1,1
935939,99287,RnaseP,Clinical Sample,S1311430,Positive,45,337326.25,337326.25,1,1,1
935984,99288,RnaseP,Clinical Sample,S1311357,Positive,45,380868.56,380868.5625,1,1,1
936029,99289,RnaseP,Clinical Sample,S1311411,Positive,45,375468.03,375468.03125,1,1,1
936074,99290,RnaseP,Clinical Sample,S1311388,Positive,45,216957.7,216957.703125,1,1,1
936119,99292,RnaseP,Clinical Sample,S1311413,Positive,45,338837.03,338837.03125,1,1,1
936164,99293,RnaseP,Clinical Sample,S1311395,Positive,45,377572.8,377572.8125,1,1,1
936209,99294,RnaseP,Clinical Sample,S1311407,Positive,45,299780.56,299780.5625,1,1,1
936254,99295,RnaseP,Clinical Sample,S1311445,Positive,45,317803.38,317803.375,1,1,1
936299,99328,RnaseP,Clinical Sample,S1311319,Positive,45,315017.1,315017.09375,1,1,1
936344,99339,RnaseP,Clinical Sample,S1311475,Positive,45,284151.53,284151.53125,1,1,1
936389,99345,RnaseP,Clinical Sample,S1311381,Positive,45,305175.44,305175.4375,1,1,1
936434,99346,RnaseP,Clinical Sample,S1311515,Positive,45,296400.75,296400.75,1,1,1
936479,99347,RnaseP,Clinical Sample,S1311373,Positive,45,225744.52,225744.515625,1,1,1
936524,99348,RnaseP,Clinical Sample,S1311555,Positive,45,356254.4,356254.40625,1,1,1
936569,99349,RnaseP,Clinical Sample,S1311365,Positive,45,178084.1,178084.09375,1,1,1
936614,99350,RnaseP,Clinical Sample,S1311590,Positive,45,355195.5,355195.5,1,1,1
936659,99351,RnaseP,Clinical Sample,S1311323,Positive,45,334198.06,334198.0625,1,1,1
936704,99329,RnaseP,Clinical Sample,S1311630,Positive,45,346055.25,346055.25,1,1,1
936749,99330,RnaseP,Clinical Sample,S1311340,Positive,45,332288.72,332288.71875,1,1,1
936794,99331,RnaseP,Clinical Sample,S1311670,Positive,45,323363.9,323363.90625,1,1,1
936839,99332,RnaseP,Clinical Sample,S1311332,Positive,45,359880.9,359880.90625,1,1,1
936884,99333,RnaseP,Clinical Sample,S1311440,Positive,45,356139.94,356139.9375,1,1,1
936929,99334,RnaseP,Clinical Sample,S1311347,Positive,45,233206.52,233206.515625,1,1,1
936974,99335,RnaseP,Clinical Sample,S1311429,Positive,45,360047.72,360047.71875,1,1,1
937019,99336,RnaseP,Clinical Sample,S1311356,Positive,45,309339.12,309339.125,1,1,1
937064,99337,RnaseP,Clinical Sample,S1311410,Positive,45,351241.56,351241.5625,1,1,1
937109,99338,RnaseP,Clinical Sample,S1311389,Positive,45,337954.72,337954.71875,1,1,1
937154,99340,RnaseP,Clinical Sample,S1311404,Positive,45,328651.16,328651.15625,1,1,1
937199,99341,RnaseP,Clinical Sample,S1311396,Positive,45,327332.6,327332.59375,1,1,1
937244,99342,RnaseP,Clinical Sample,S1311417,Negative,45,28413.506,28413.505859375,1,0,1
937289,99343,RnaseP,Clinical Sample,S1311444,Positive,45,324754.28,324754.28125,1,1,1
937334,99376,RnaseP,Clinical Sample,S1311318,Positive,45,276302.56,276302.5625,1,1,1
937379,99387,RnaseP,Clinical Sample,S1311480,Positive,45,260503.66,260503.65625,1,1,1
937424,99393,RnaseP,Clinical Sample,S1311380,Positive,45,279214.4,279214.40625,1,1,1
937469,99394,RnaseP,Clinical Sample,S1311520,Positive,45,335563.84,335563.84375,1,1,1
937514,99395,RnaseP,Clinical Sample,S1311372,Positive,45,394138.6,394138.59375,1,1,1
937559,99396,RnaseP,Clinical Sample,S1311560,Positive,45,286842.56,286842.5625,1,1,1
937604,99397,RnaseP,Clinical Sample,S1311366,Positive,45,360127.28,360127.28125,1,1,1
937649,99398,RnaseP,Clinical Sample,S1311595,Positive,45,318201.9,318201.90625,1,1,1
937694,99399,RnaseP,Clinical Sample,S1311324,Positive,45,374231.62,374231.625,1,1,1
937739,99377,RnaseP,Clinical Sample,S1311635,Positive,45,287266.6,287266.59375,1,1,1
937784,99378,RnaseP,Clinical Sample,S1311339,Positive,45,300567.22,300567.21875,1,1,1
937829,99380,RnaseP,Clinical Sample,S1311331,Positive,45,310587.2,310587.1875,1,1,1
937874,99381,RnaseP,Clinical Sample,S1311439,Positive,45,347389.5,347389.5,1,1,1
937919,99382,RnaseP,Clinical Sample,S1311348,Positive,45,66922.555,66922.5546875,1,1,1
937964,99383,RnaseP,Clinical Sample,S1311428,Positive,45,359368.53,359368.53125,1,1,1
938009,99384,RnaseP,Clinical Sample,S1311355,Positive,45,297694.2,297694.1875,1,1,1
938054,99385,RnaseP,Clinical Sample,S1311422,Positive,45,328226.44,328226.4375,1,1,1
938099,99389,RnaseP,Clinical Sample,S1311397,Positive,45,329567.06,329567.0625,1,1,1
938144,99390,RnaseP,Clinical Sample,S1311419,Positive,45,365902.78,365902.78125,1,1,1
938189,99391,RnaseP,Clinical Sample,S1311352,Positive,45,368070.66,368070.65625,1,1,1
938234,99392,RnaseP,Clinical Sample,S1311675,Positive,45,338395.3,338395.3125,1,1,1
938279,99424,RnaseP,Clinical Sample,S1311387,Positive,45,246648.03,246648.03125,1,1,1
938324,99435,RnaseP,Clinical Sample,S1311485,Positive,45,214886.16,214886.15625,1,1,1
938369,99441,RnaseP,Clinical Sample,S1311379,Positive,45,288816.6,288816.59375,1,1,1
938414,99442,RnaseP,Clinical Sample,S1311525,Positive,45,276064.22,276064.21875,1,1,1
938459,99443,RnaseP,Clinical Sample,S1311371,Positive,45,335638.62,335638.625,1,1,1
938504,99444,RnaseP,Clinical Sample,S1311565,Positive,45,319083.62,319083.625,1,1,1
938549,99445,RnaseP,Clinical Sample,S1311367,Positive,45,292856.88,292856.875,1,1,1
938594,99446,RnaseP,Clinical Sample,S1311600,Positive,45,290400.66,290400.65625,1,1,1
938639,99447,RnaseP,Clinical Sample,S1311325,Positive,45,348549.12,348549.125,1,1,1
938684,99425,RnaseP,Clinical Sample,S1311640,Positive,45,232678.47,232678.46875,1,1,1
938729,99426,RnaseP,Clinical Sample,S1311338,Positive,45,348075.88,348075.875,1,1,1
938774,99427,RnaseP,Clinical Sample,S1311399,Positive,45,329641.12,329641.125,1,1,1
938819,99428,RnaseP,Clinical Sample,S1311341,Positive,45,118863.93,118863.9296875,1,1,1
938864,99429,RnaseP,Clinical Sample,S1311436,Positive,45,397511.78,397511.78125,1,1,1
938909,99430,RnaseP,Clinical Sample,S1311349,Positive,45,349446.84,349446.84375,1,1,1
938954,99431,RnaseP,Clinical Sample,S1311427,Positive,45,371633.97,371633.96875,1,1,1
938999,99432,RnaseP,Clinical Sample,S1311354,Positive,45,250568.4,250568.40625,1,1,1
939044,99433,RnaseP,Clinical Sample,S1311426,Positive,45,338728.4,338728.40625,1,1,1
939089,99434,RnaseP,Clinical Sample,S1311390,Positive,45,502335.62,502335.625,1,1,1
939134,99436,RnaseP,Clinical Sample,S1311405,Positive,45,334399.47,334399.46875,1,1,1
939179,99437,RnaseP,Clinical Sample,S1311398,Positive,45,349541.25,349541.25,1,1,1
939224,99438,RnaseP,Clinical Sample,S1311418,Positive,45,308367.5,308367.5,1,1,1
939269,99439,RnaseP,Clinical Sample,S1311317,Positive,45,305768.03,305768.03125,1,1,1
939314,99440,RnaseP,Clinical Sample,S1311676,Positive,45,328370.56,328370.5625,1,1,1
939359,106000,RnaseP,Clinical Sample,S1270237,Positive,45,345518.3,345518.3125,1,1,1
939404,106011,RnaseP,Clinical Sample,S1270595,Positive,45,347595.22,347595.21875,1,1,1
939539,106017,RnaseP,Clinical Sample,S1268905,Positive,45,402343.9,402343.90625,1,1,1
939584,106018,RnaseP,Clinical Sample,S1270342,Positive,45,374568.62,374568.625,1,1,1
939629,106019,RnaseP,Clinical Sample,S1270258,Positive,45,361501.94,361501.9375,1,1,1
939674,106020,RnaseP,Clinical Sample,S1270311,Positive,45,372178.53,372178.53125,1,1,1
939719,106021,RnaseP,Clinical Sample,S1270267,Positive,45,385788.9,385788.90625,1,1,1
939764,106022,RnaseP,Clinical Sample,S1270302,Positive,45,413454.66,413454.65625,1,1,1
939809,106023,RnaseP,Clinical Sample,S1270251,Positive,45,372609.2,372609.1875,1,1,1
939854,106001,RnaseP,Clinical Sample,S1270627,Positive,45,399847.9,399847.90625,1,1,1
939899,106002,RnaseP,Clinical Sample,S1270272,Positive,45,377947.03,377947.03125,1,1,1
939944,106003,RnaseP,Clinical Sample,S1269396,Positive,45,435251.78,435251.78125,1,1,1
939989,106004,RnaseP,Clinical Sample,S1270291,Positive,45,393572.9,393572.90625,1,1,1
940034,106005,RnaseP,Clinical Sample,S1268883,Positive,45,413717.8,413717.8125,1,1,1
940079,106006,RnaseP,Clinical Sample,S1270607,Positive,45,362384.56,362384.5625,1,1,1
940124,106007,RnaseP,Clinical Sample,S1269623,Positive,45,378414.38,378414.375,1,1,1
940169,106008,RnaseP,Clinical Sample,S1270624,Positive,45,339694.5,339694.5,1,1,1
940214,106009,RnaseP,Clinical Sample,S1268882,Positive,45,377137.94,377137.9375,1,1,1
940259,106010,RnaseP,Clinical Sample,S1270290,Positive,45,382139.97,382139.96875,1,1,1
940304,106012,RnaseP,Clinical Sample,S1268787,Positive,45,384442.9,384442.90625,1,1,1
940349,106013,RnaseP,Clinical Sample,S1270292,Positive,45,344077.75,344077.75,1,1,1
940394,106014,RnaseP,Clinical Sample,S1268875,Positive,45,367035.78,367035.78125,1,1,1
940439,106015,RnaseP,Clinical Sample,S1270276,Positive,45,333888.97,333888.96875,1,1,1
940484,106016,RnaseP,Clinical Sample,S1268867,Positive,45,352005.25,352005.25,1,1,1
940529,106048,RnaseP,Clinical Sample,S1270238,Positive,45,351241.1,351241.09375,1,1,1
940574,106059,RnaseP,Clinical Sample,S1270594,Positive,45,381086.9,381086.90625,1,1,1
940619,106065,RnaseP,Clinical Sample,S1270616,Positive,45,358479.22,358479.21875,1,1,1
940664,106066,RnaseP,Clinical Sample,S1270341,Positive,45,377575.5,377575.5,1,1,1
940709,106067,RnaseP,Clinical Sample,S1270259,Positive,45,402743.3,402743.3125,1,1,1
940754,106068,RnaseP,Clinical Sample,S1270312,Positive,45,304031.22,304031.21875,1,1,1
940799,106069,RnaseP,Clinical Sample,S1270266,Positive,45,407338.94,407338.9375,1,1,1
940844,106070,RnaseP,Clinical Sample,S1270301,Positive,45,391877.84,391877.84375,1,1,1
940889,106071,RnaseP,Clinical Sample,S1270248,Positive,45,390169.34,390169.34375,1,1,1
940934,106049,RnaseP,Clinical Sample,S1269405,Positive,45,413795.56,413795.5625,1,1,1
940979,106050,RnaseP,Clinical Sample,S1270280,Positive,45,436277.88,436277.875,1,1,1
941024,106051,RnaseP,Clinical Sample,S1269406,Positive,45,403133.06,403133.0625,1,1,1
941069,106052,RnaseP,Clinical Sample,S1270278,Positive,45,404591.22,404591.21875,1,1,1
941114,106053,RnaseP,Clinical Sample,S1268858,Positive,45,409362.47,409362.46875,1,1,1
941159,106054,RnaseP,Clinical Sample,S1270606,Positive,45,385354.5,385354.5,1,1,1
941204,106055,RnaseP,Clinical Sample,S1268749,Positive,45,423817.5,423817.5,1,1,1
941249,106056,RnaseP,Clinical Sample,S1270623,Positive,45,381152.5,381152.5,1,1,1
941294,106057,RnaseP,Clinical Sample,S1268873,Positive,45,396836.5,396836.5,1,1,1
941339,106058,RnaseP,Clinical Sample,S1270601,Positive,45,413821.0,413821.0,1,1,1
941384,106060,RnaseP,Clinical Sample,S1269562,Positive,45,378759.5,378759.5,1,1,1
941429,106061,RnaseP,Clinical Sample,S1270598,Positive,45,359771.38,359771.375,1,1,1
941474,106062,RnaseP,Clinical Sample,S1268862,Positive,45,377388.1,377388.09375,1,1,1
941519,106063,RnaseP,Clinical Sample,S1270275,Positive,45,358003.47,358003.46875,1,1,1
941564,106064,RnaseP,Clinical Sample,S1268803,Positive,45,324688.44,324688.4375,1,1,1
941609,106096,RnaseP,Clinical Sample,S1270239,Positive,45,333610.75,333610.75,1,1,1
941654,106107,RnaseP,Clinical Sample,S1270345,Positive,45,119672.26,119672.2578125,1,1,1
941699,106113,RnaseP,Clinical Sample,S1270617,Positive,45,336496.2,336496.1875,1,1,1
941744,106114,RnaseP,Clinical Sample,S1270335,Positive,45,371778.0,371778.0,1,1,1
941789,106115,RnaseP,Clinical Sample,S1270260,Positive,45,389525.84,389525.84375,1,1,1
941834,106116,RnaseP,Clinical Sample,S1270313,Positive,45,326441.44,326441.4375,1,1,1
941879,106117,RnaseP,Clinical Sample,S1270265,Positive,45,428768.9,428768.90625,1,1,1
941924,106118,RnaseP,Clinical Sample,S1270300,Negative,45,33337.438,33337.4375,1,0,1
941969,106119,RnaseP,Clinical Sample,S1270252,Positive,45,402045.38,402045.375,1,1,1
942014,106097,RnaseP,Clinical Sample,S1269421,Positive,45,94407.67,94407.671875,1,1,1
942059,106098,RnaseP,Clinical Sample,S1270270,Positive,45,411487.34,411487.34375,1,1,1
942104,106099,RnaseP,Clinical Sample,S1268808,Positive,45,422847.03,422847.03125,1,1,1
942149,106100,RnaseP,Clinical Sample,S1270615,Positive,45,375542.9,375542.90625,1,1,1
942194,106101,RnaseP,Clinical Sample,S1269483,Positive,45,434144.9,434144.90625,1,1,1
942239,106102,RnaseP,Clinical Sample,S1270605,Positive,45,345306.62,345306.625,1,1,1
942284,106103,RnaseP,Clinical Sample,S1268797,Positive,45,434121.72,434121.71875,1,1,1
942329,106104,RnaseP,Clinical Sample,S1270622,Positive,45,383836.75,383836.75,1,1,1
942374,106105,RnaseP,Clinical Sample,S1268881,Positive,45,421949.6,421949.59375,1,1,1
942419,106106,RnaseP,Clinical Sample,S1270613,Positive,45,369977.38,369977.375,1,1,1
942464,106108,RnaseP,Clinical Sample,S1268933,Positive,45,362013.5,362013.5,1,1,1
942509,106109,RnaseP,Clinical Sample,S1270289,Positive,45,538963.8,538963.8125,1,1,1
942554,106110,RnaseP,Clinical Sample,S1269457,Positive,45,356638.4,356638.40625,1,1,1
942599,106111,RnaseP,Clinical Sample,S1270279,Positive,45,373500.66,373500.65625,1,1,1
942644,106112,RnaseP,Clinical Sample,S1269622,Positive,45,327304.25,327304.25,1,1,1
942689,106144,RnaseP,Clinical Sample,S1270240,Positive,45,358672.75,358672.75,1,1,1
942734,106155,RnaseP,Clinical Sample,S1270344,Positive,45,374860.5,374860.5,1,1,1
942779,106161,RnaseP,Clinical Sample,S1270253,Positive,45,351671.8,351671.8125,1,1,1
942824,106162,RnaseP,Clinical Sample,S1270340,Negative,45,49096.945,49096.9453125,1,0,1
942869,106163,RnaseP,Clinical Sample,S1270261,Positive,45,406426.56,406426.5625,1,1,1
942914,106164,RnaseP,Clinical Sample,S1270314,Negative,45,66625.46,66625.4609375,1,0,1
942959,106167,RnaseP,Clinical Sample,S1270249,Positive,45,392023.25,392023.25,1,1,1
943004,106145,RnaseP,Clinical Sample,S1269450,Positive,45,414773.28,414773.28125,1,1,1
943049,106146,RnaseP,Clinical Sample,S1270271,Positive,45,408913.72,408913.71875,1,1,1
943094,106147,RnaseP,Clinical Sample,S1268816,Positive,45,377133.2,377133.1875,1,1,1
943139,106148,RnaseP,Clinical Sample,S1270614,Positive,45,382168.12,382168.125,1,1,1
943184,106149,RnaseP,Clinical Sample,S1269460,Positive,45,410879.94,410879.9375,1,1,1
943229,106150,RnaseP,Clinical Sample,S1270604,Positive,45,432611.88,432611.875,1,1,1
943274,106151,RnaseP,Clinical Sample,S1268805,Positive,45,400429.88,400429.875,1,1,1
943319,106152,RnaseP,Clinical Sample,S1270621,Positive,45,411214.3,411214.3125,1,1,1
943364,106153,RnaseP,Clinical Sample,S1269477,Positive,45,405276.16,405276.15625,1,1,1
943409,106154,RnaseP,Clinical Sample,S1270608,Positive,45,396818.06,396818.0625,1,1,1
943454,106156,RnaseP,Clinical Sample,S1269651,Positive,45,400837.12,400837.125,1,1,1
943499,106157,RnaseP,Clinical Sample,S1270293,Positive,45,376404.16,376404.15625,1,1,1
943544,106158,RnaseP,Clinical Sample,S1269431,Positive,45,399553.06,399553.0625,1,1,1
943589,106159,RnaseP,Clinical Sample,S1270283,Positive,45,338571.38,338571.375,1,1,1
