,curve_idx,target,sample_type,sample_id,igi_call,cycle_no,Fn,rn,groundtruth,split,Igi_call_quant,groundtruth_target
1052904,72632,RnaseP,Clinical Sample,S1062952,Positive,45,229770.78,229770.78125,1,train,1,1
1052949,72640,RnaseP,Clinical Sample,S1061297,Positive,45,360087.47,360087.46875,1,train,1,1
1052994,72651,RnaseP,Clinical Sample,S1061686,Positive,45,447747.28,447747.28125,1,train,1,1
1053039,72657,RnaseP,Clinical Sample,S1061305,Positive,45,305733.97,305733.96875,1,train,1,1
1053084,72658,RnaseP,Clinical Sample,S1061699,Negative,45,35175.445,35175.4453125,1,test,0,1
1053129,72659,RnaseP,Clinical Sample,S1061314,Positive,45,320254.2,320254.1875,1,train,1,1
1053174,72660,RnaseP,Clinical Sample,S1061708,Positive,45,302788.44,302788.4375,1,test,1,1
1053219,72661,RnaseP,Clinical Sample,S1061614,Positive,45,342158.84,342158.84375,1,test,1,1
1053264,72662,RnaseP,Clinical Sample,S1061501,Positive,45,326765.16,326765.15625,1,train,1,1
1053309,72663,RnaseP,Clinical Sample,S1061621,Positive,45,392493.88,392493.875,1,test,1,1
1053354,72641,RnaseP,Clinical Sample,S1061509,Positive,45,593088.56,593088.5625,1,test,1,1
1053399,72642,RnaseP,Clinical Sample,S1061626,Positive,45,362432.8,362432.8125,1,train,1,1
1053444,72643,RnaseP,Clinical Sample,S1061519,Positive,45,270098.12,270098.125,1,test,1,1
1053489,72644,RnaseP,Clinical Sample,S1061637,Positive,45,387004.7,387004.6875,1,train,1,1
1053534,72645,RnaseP,Clinical Sample,S1061528,Positive,45,417484.28,417484.28125,1,test,1,1
1053579,72646,RnaseP,Clinical Sample,S1061649,Positive,45,323323.22,323323.21875,1,test,1,1
1053624,72647,RnaseP,Clinical Sample,S1061536,Positive,45,395780.7,395780.6875,1,train,1,1
1053669,72648,RnaseP,Clinical Sample,S1061654,Positive,45,365573.62,365573.625,1,train,1,1
1053714,72649,RnaseP,Clinical Sample,S1061278,Positive,45,279723.88,279723.875,1,train,1,1
1053759,72650,RnaseP,Clinical Sample,S1061662,Positive,45,319891.47,319891.46875,1,train,1,1
1053804,72652,RnaseP,Clinical Sample,S1061273,Positive,45,259435.34,259435.34375,1,val,1,1
1053849,72653,RnaseP,Clinical Sample,S1061665,Positive,45,297907.94,297907.9375,1,train,1,1
1053894,72654,RnaseP,Clinical Sample,S1061283,Positive,45,153844.61,153844.609375,1,train,1,1
1053939,72655,RnaseP,Clinical Sample,S1061679,Positive,45,248169.19,248169.1875,1,train,1,1
1053984,72656,RnaseP,Clinical Sample,S1061611,Positive,45,360297.62,360297.625,1,train,1,1
1054029,72664,RnaseP,Clinical Sample,S1061588,Positive,45,328259.1,328259.09375,1,train,1,1
1054074,72675,RnaseP,Clinical Sample,S1062867,Positive,45,305765.34,305765.34375,1,train,1,1
1054119,72681,RnaseP,Clinical Sample,S1061594,Positive,45,329202.56,329202.5625,1,train,1,1
1054164,72682,RnaseP,Clinical Sample,S1062875,Positive,45,364548.6,364548.59375,1,train,1,1
1054209,72683,RnaseP,Clinical Sample,S1061546,Positive,45,408194.06,408194.0625,1,train,1,1
1054254,72684,RnaseP,Clinical Sample,S1062883,Positive,45,309571.34,309571.34375,1,train,1,1
1054299,72685,RnaseP,Clinical Sample,S1061554,Positive,45,324065.78,324065.78125,1,train,1,1
1054344,72686,RnaseP,Clinical Sample,S1062891,Positive,45,367844.56,367844.5625,1,train,1,1
1054389,72687,RnaseP,Clinical Sample,S1061561,Positive,45,460836.94,460836.9375,1,train,1,1
1054434,72665,RnaseP,Clinical Sample,S1062898,Positive,45,327500.75,327500.75,1,train,1,1
1054479,72666,RnaseP,Clinical Sample,S1061569,Positive,45,268774.8,268774.8125,1,train,1,1
1054524,72667,RnaseP,Clinical Sample,S1062906,Positive,45,266074.34,266074.34375,1,test,1,1
1054569,72668,RnaseP,Clinical Sample,S1061575,Positive,45,168034.67,168034.671875,1,train,1,1
1054614,72669,RnaseP,Clinical Sample,S1062914,Positive,45,316538.44,316538.4375,1,test,1,1
1054659,72670,RnaseP,Clinical Sample,S1061586,Positive,45,251376.98,251376.984375,1,test,1,1
1054704,72671,RnaseP,Clinical Sample,S1062922,Positive,45,292309.84,292309.84375,1,test,1,1
1054749,72672,RnaseP,Clinical Sample,S1061713,Positive,45,358424.2,358424.1875,1,val,1,1
1054794,72673,RnaseP,Clinical Sample,S1062930,Positive,45,235739.56,235739.5625,1,train,1,1
1054839,72674,RnaseP,Clinical Sample,S1061721,Positive,45,220105.02,220105.015625,1,test,1,1
1054884,72676,RnaseP,Clinical Sample,S1062938,Positive,45,340285.8,340285.8125,1,train,1,1
1054929,72677,RnaseP,Clinical Sample,S1061736,Positive,45,398084.06,398084.0625,1,train,1,1
1054974,72678,RnaseP,Clinical Sample,S1062945,Positive,45,276096.03,276096.03125,1,train,1,1
1055019,72679,RnaseP,Clinical Sample,S1061729,Positive,45,396377.75,396377.75,1,train,1,1
1055064,72680,RnaseP,Clinical Sample,S1062953,Positive,45,334250.88,334250.875,1,val,1,1
1055109,72688,RnaseP,Clinical Sample,S1061298,Positive,45,251961.52,251961.515625,1,val,1,1
1055154,72699,RnaseP,Clinical Sample,S1061684,Positive,45,288255.94,288255.9375,1,test,1,1
1055199,72705,RnaseP,Clinical Sample,S1061306,Positive,45,301785.0,301785.0,1,train,1,1
1055244,72706,RnaseP,Clinical Sample,S1061700,Positive,45,299915.1,299915.09375,1,train,1,1
1055289,72707,RnaseP,Clinical Sample,S1061315,Positive,45,314561.06,314561.0625,1,train,1,1
1055334,72708,RnaseP,Clinical Sample,S1061707,Positive,45,96265.54,96265.5390625,1,train,1,1
1055379,72709,RnaseP,Clinical Sample,S1061615,Positive,45,420379.94,420379.9375,1,train,1,1
1055424,72710,RnaseP,Clinical Sample,S1061502,Positive,45,302006.34,302006.34375,1,val,1,1
1055469,72711,RnaseP,Clinical Sample,S1061622,Positive,45,297013.03,297013.03125,1,test,1,1
1055514,72689,RnaseP,Clinical Sample,S1061510,Positive,45,366439.3,366439.3125,1,train,1,1
1055559,72690,RnaseP,Clinical Sample,S1061625,Positive,45,381698.1,381698.09375,1,train,1,1
1055604,72691,RnaseP,Clinical Sample,S1061520,Positive,45,386970.16,386970.15625,1,val,1,1
1055649,72692,RnaseP,Clinical Sample,S1061639,Positive,45,347227.6,347227.59375,1,train,1,1
1055694,72693,RnaseP,Clinical Sample,S1061529,Positive,45,392515.7,392515.6875,1,train,1,1
1055739,72694,RnaseP,Clinical Sample,S1061648,Positive,45,380821.94,380821.9375,1,train,1,1
1055784,72695,RnaseP,Clinical Sample,S1061537,Positive,45,422012.0,422012.0,1,train,1,1
1055829,72696,RnaseP,Clinical Sample,S1061655,Positive,45,294623.97,294623.96875,1,test,1,1
1055874,72697,RnaseP,Clinical Sample,S1061288,Positive,45,308542.75,308542.75,1,train,1,1
1055919,72698,RnaseP,Clinical Sample,S1061672,Positive,45,362752.22,362752.21875,1,val,1,1
1055964,72700,RnaseP,Clinical Sample,S1061271,Positive,45,186523.1,186523.09375,1,train,1,1
1056009,72701,RnaseP,Clinical Sample,S1061664,Positive,45,307197.2,307197.1875,1,test,1,1
1056054,72702,RnaseP,Clinical Sample,S1061291,Positive,45,304526.06,304526.0625,1,train,1,1
1056099,72703,RnaseP,Clinical Sample,S1061680,Positive,45,319640.66,319640.65625,1,test,1,1
1056144,72704,RnaseP,Clinical Sample,S1061612,Positive,45,361098.7,361098.6875,1,val,1,1
1056189,72712,RnaseP,Clinical Sample,S1061589,Positive,45,302121.47,302121.46875,1,train,1,1
1056234,72723,RnaseP,Clinical Sample,S1062868,Positive,45,272144.44,272144.4375,1,test,1,1
1056279,72729,RnaseP,Clinical Sample,S1061595,Positive,45,356454.84,356454.84375,1,val,1,1
1056324,72730,RnaseP,Clinical Sample,S1062876,Positive,45,350385.88,350385.875,1,train,1,1
1056369,72731,RnaseP,Clinical Sample,S1061544,Positive,45,364897.06,364897.0625,1,val,1,1
1056414,72732,RnaseP,Clinical Sample,S1062884,Positive,45,302416.78,302416.78125,1,train,1,1
1056459,72733,RnaseP,Clinical Sample,S1061555,Positive,45,385339.66,385339.65625,1,train,1,1
1056504,72734,RnaseP,Clinical Sample,S1062892,Positive,45,268745.0,268745.0,1,test,1,1
1056549,72735,RnaseP,Clinical Sample,S1061562,Positive,45,175624.5,175624.5,1,test,1,1
1056594,72713,RnaseP,Clinical Sample,S1062899,Positive,45,290468.25,290468.25,1,test,1,1
1056639,72714,RnaseP,Clinical Sample,S1061570,Positive,45,344008.9,344008.90625,1,train,1,1
1056684,72715,RnaseP,Clinical Sample,S1062907,Positive,45,384061.6,384061.59375,1,test,1,1
1056729,72716,RnaseP,Clinical Sample,S1061576,Positive,45,325450.47,325450.46875,1,val,1,1
1056774,72717,RnaseP,Clinical Sample,S1062915,Positive,45,201104.08,201104.078125,1,test,1,1
1056819,72718,RnaseP,Clinical Sample,S1061784,Positive,45,419339.75,419339.75,1,train,1,1
1056864,72719,RnaseP,Clinical Sample,S1062923,Positive,45,290806.16,290806.15625,1,test,1,1
1056909,72720,RnaseP,Clinical Sample,S1061714,Positive,45,107988.266,107988.265625,1,train,1,1
1056954,72721,RnaseP,Clinical Sample,S1062931,Positive,45,203995.72,203995.71875,1,test,1,1
1056999,72722,RnaseP,Clinical Sample,S1061722,Positive,45,361537.4,361537.40625,1,train,1,1
1057044,72724,RnaseP,Clinical Sample,S1062939,Positive,45,281281.75,281281.75,1,train,1,1
1057089,72725,RnaseP,Clinical Sample,S1061735,Positive,45,439655.53,439655.53125,1,train,1,1
1057134,72726,RnaseP,Clinical Sample,S1062946,Positive,45,309345.9,309345.90625,1,train,1,1
1057179,72727,RnaseP,Clinical Sample,S1061602,Positive,45,373280.38,373280.375,1,test,1,1
1057224,72728,RnaseP,Clinical Sample,S1062954,Positive,45,281147.75,281147.75,1,val,1,1
1057269,72736,RnaseP,Clinical Sample,S1061299,Positive,45,307933.25,307933.25,1,train,1,1
1057314,72747,RnaseP,Clinical Sample,S1061683,Positive,45,262301.66,262301.65625,1,train,1,1
1057359,72753,RnaseP,Clinical Sample,S1061307,Positive,45,340838.16,340838.15625,1,train,1,1
1057404,72754,RnaseP,Clinical Sample,S1061701,Positive,45,392366.3,392366.3125,1,train,1,1
1057449,72755,RnaseP,Clinical Sample,S1061316,Positive,45,404069.94,404069.9375,1,test,1,1
1057494,72756,RnaseP,Clinical Sample,S1061706,Positive,45,313326.97,313326.96875,1,train,1,1
1057539,72759,RnaseP,Clinical Sample,S1061632,Positive,45,342914.12,342914.125,1,train,1,1
1057584,72737,RnaseP,Clinical Sample,S1061511,Positive,45,402322.47,402322.46875,1,test,1,1
1057629,72738,RnaseP,Clinical Sample,S1061624,Positive,45,429506.25,429506.25,1,train,1,1
1057674,72739,RnaseP,Clinical Sample,S1061521,Positive,45,390760.72,390760.71875,1,train,1,1
1057719,72740,RnaseP,Clinical Sample,S1061640,Positive,45,362661.84,362661.84375,1,train,1,1
1057764,72741,RnaseP,Clinical Sample,S1061530,Positive,45,214187.08,214187.078125,1,val,1,1
1057809,72742,RnaseP,Clinical Sample,S1061647,Positive,45,358536.06,358536.0625,1,train,1,1
1057854,72743,RnaseP,Clinical Sample,S1061538,Positive,45,392223.5,392223.5,1,test,1,1
1057899,72744,RnaseP,Clinical Sample,S1061656,Positive,45,375703.25,375703.25,1,train,1,1
1057944,72745,RnaseP,Clinical Sample,S1061277,Positive,45,144034.67,144034.671875,1,train,1,1
1057989,72746,RnaseP,Clinical Sample,S1061671,Positive,45,355759.44,355759.4375,1,val,1,1
1058034,72748,RnaseP,Clinical Sample,S1061284,Positive,45,310540.56,310540.5625,1,val,1,1
1058079,72749,RnaseP,Clinical Sample,S1061663,Positive,45,361913.6,361913.59375,1,test,1,1
1058124,72750,RnaseP,Clinical Sample,S1061293,Positive,45,423028.4,423028.40625,1,train,1,1
1058169,72751,RnaseP,Clinical Sample,S1061681,Positive,45,313199.12,313199.125,1,train,1,1
1058214,72752,RnaseP,Clinical Sample,S1061600,Positive,45,358721.47,358721.46875,1,test,1,1
1058259,72760,RnaseP,Clinical Sample,S1061590,Positive,45,362518.06,362518.0625,1,train,1,1
1058304,72771,RnaseP,Clinical Sample,S1062869,Positive,45,123851.21,123851.2109375,1,test,1,1
1058349,72777,RnaseP,Clinical Sample,S1061596,Positive,45,331578.8,331578.8125,1,val,1,1
1058394,72778,RnaseP,Clinical Sample,S1062877,Positive,45,449960.9,449960.90625,1,train,1,1
1058439,72779,RnaseP,Clinical Sample,S1061548,Positive,45,379583.22,379583.21875,1,train,1,1
1058484,72780,RnaseP,Clinical Sample,S1062885,Positive,45,319082.06,319082.0625,1,test,1,1
1058529,72783,RnaseP,Clinical Sample,S1061563,Negative,45,27110.379,27110.37890625,1,train,0,1
1058574,72761,RnaseP,Clinical Sample,S1062900,Positive,45,152059.25,152059.25,1,test,1,1
1058619,72762,RnaseP,Clinical Sample,S1061571,Positive,45,247020.8,247020.796875,1,test,1,1
1058664,72763,RnaseP,Clinical Sample,S1062908,Positive,45,202623.5,202623.5,1,train,1,1
1058709,72764,RnaseP,Clinical Sample,S1061577,Positive,45,353505.53,353505.53125,1,val,1,1
1058754,72765,RnaseP,Clinical Sample,S1062916,Positive,45,255016.39,255016.390625,1,test,1,1
1058799,72766,RnaseP,Clinical Sample,S1061778,Positive,45,372518.88,372518.875,1,train,1,1
1058844,72767,RnaseP,Clinical Sample,S1062924,Positive,45,101262.31,101262.3125,1,train,1,1
1058889,72768,RnaseP,Clinical Sample,S1061715,Positive,45,211744.28,211744.28125,1,train,1,1
1058934,72769,RnaseP,Clinical Sample,S1062932,Positive,45,246088.36,246088.359375,1,val,1,1
1058979,72770,RnaseP,Clinical Sample,S1061723,Positive,45,311954.03,311954.03125,1,train,1,1
1059024,72772,RnaseP,Clinical Sample,S1062940,Positive,45,317418.06,317418.0625,1,train,1,1
1059069,72773,RnaseP,Clinical Sample,S1061732,Positive,45,403082.1,403082.09375,1,test,1,1
1059114,72774,RnaseP,Clinical Sample,S1062947,Positive,45,323521.72,323521.71875,1,train,1,1
1059159,72775,RnaseP,Clinical Sample,S1061599,Positive,45,344988.6,344988.59375,1,train,1,1
1059204,72776,RnaseP,Clinical Sample,S1062955,Positive,45,346877.66,346877.65625,1,train,1,1
1059249,72784,RnaseP,Clinical Sample,S1061300,Positive,45,272673.03,272673.03125,1,test,1,1
1059294,72795,RnaseP,Clinical Sample,S1061694,Positive,45,302043.97,302043.96875,1,test,1,1
1059339,72801,RnaseP,Clinical Sample,S1061308,Positive,45,314299.3,314299.3125,1,val,1,1
1059384,72802,RnaseP,Clinical Sample,S1061702,Positive,45,334276.06,334276.0625,1,train,1,1
1059429,72803,RnaseP,Clinical Sample,S1061317,Positive,45,286730.44,286730.4375,1,test,1,1
1059474,72804,RnaseP,Clinical Sample,S1061704,Positive,45,277265.4,277265.40625,1,train,1,1
1059519,72805,RnaseP,Clinical Sample,S1061616,Positive,45,351237.38,351237.375,1,test,1,1
1059564,72806,RnaseP,Clinical Sample,S1061503,Positive,45,348571.47,348571.46875,1,train,1,1
1059609,72807,RnaseP,Clinical Sample,S1061631,Positive,45,292460.0,292460.0,1,train,1,1
1059654,72785,RnaseP,Clinical Sample,S1061512,Positive,45,54501.496,54501.49609375,1,train,1,1
1059699,72786,RnaseP,Clinical Sample,S1061623,Positive,45,329241.9,329241.90625,1,train,1,1
1059744,72787,RnaseP,Clinical Sample,S1061522,Positive,45,218601.64,218601.640625,1,test,1,1
1059789,72788,RnaseP,Clinical Sample,S1061641,Positive,45,284735.0,284735.0,1,train,1,1
1059834,72789,RnaseP,Clinical Sample,S1061531,Positive,45,387046.53,387046.53125,1,test,1,1
1059879,72790,RnaseP,Clinical Sample,S1061646,Positive,45,168866.84,168866.84375,1,val,1,1
1059924,72791,RnaseP,Clinical Sample,S1061539,Positive,45,393156.88,393156.875,1,train,1,1
1059969,72792,RnaseP,Clinical Sample,S1061657,Positive,45,141047.36,141047.359375,1,train,1,1
1060014,72793,RnaseP,Clinical Sample,S1061287,Positive,45,211159.02,211159.015625,1,train,1,1
1060059,72794,RnaseP,Clinical Sample,S1061670,Positive,45,379445.8,379445.8125,1,train,1,1
1060104,72796,RnaseP,Clinical Sample,S1061285,Positive,45,350833.7,350833.6875,1,test,1,1
1060149,72797,RnaseP,Clinical Sample,S1061673,Positive,45,317635.8,317635.8125,1,train,1,1
1060194,72798,RnaseP,Clinical Sample,S1061597,Positive,45,345799.66,345799.65625,1,test,1,1
1060239,72799,RnaseP,Clinical Sample,S1061682,Positive,45,140324.98,140324.984375,1,val,1,1
1060284,72800,RnaseP,Clinical Sample,S1061601,Positive,45,307165.62,307165.625,1,train,1,1
1060329,72808,RnaseP,Clinical Sample,S1061591,Positive,45,336443.38,336443.375,1,train,1,1
1060374,72819,RnaseP,Clinical Sample,S1062870,Positive,45,168796.78,168796.78125,1,train,1,1
1060419,72825,RnaseP,Clinical Sample,S1061605,Positive,45,283857.47,283857.46875,1,test,1,1
1060464,72826,RnaseP,Clinical Sample,S1062878,Positive,45,306393.5,306393.5,1,test,1,1
1060509,72827,RnaseP,Clinical Sample,S1061549,Positive,45,354100.16,354100.15625,1,val,1,1
1060554,72828,RnaseP,Clinical Sample,S1062886,Positive,45,301441.06,301441.0625,1,test,1,1
1060599,72829,RnaseP,Clinical Sample,S1061556,Positive,45,397906.5,397906.5,1,train,1,1
1060644,72830,RnaseP,Clinical Sample,S1062893,Positive,45,227274.75,227274.75,1,train,1,1
1060689,72831,RnaseP,Clinical Sample,S1061564,Positive,45,368046.3,368046.3125,1,test,1,1
1060734,72809,RnaseP,Clinical Sample,S1062901,Positive,45,307348.3,307348.3125,1,train,1,1
1060779,72810,RnaseP,Clinical Sample,S1061572,Positive,45,312997.16,312997.15625,1,test,1,1
1060824,72811,RnaseP,Clinical Sample,S1062909,Positive,45,250467.61,250467.609375,1,val,1,1
1060869,72812,RnaseP,Clinical Sample,S1061578,Positive,45,300782.03,300782.03125,1,train,1,1
1060914,72813,RnaseP,Clinical Sample,S1062917,Positive,45,200030.62,200030.625,1,train,1,1
1060959,72814,RnaseP,Clinical Sample,S1061780,Positive,45,391481.78,391481.78125,1,train,1,1
1061004,72815,RnaseP,Clinical Sample,S1062925,Positive,45,305888.47,305888.46875,1,train,1,1
1061049,72816,RnaseP,Clinical Sample,S1061716,Positive,45,203360.23,203360.234375,1,train,1,1
1061094,72817,RnaseP,Clinical Sample,S1062933,Positive,45,185498.97,185498.96875,1,val,1,1
1061139,72818,RnaseP,Clinical Sample,S1061724,Positive,45,66677.12,66677.1171875,1,val,1,1
1061184,72820,RnaseP,Clinical Sample,S1062941,Positive,45,292466.0,292466.0,1,train,1,1
1061229,72821,RnaseP,Clinical Sample,S1061731,Positive,45,346197.66,346197.65625,1,val,1,1
1061274,72822,RnaseP,Clinical Sample,S1062948,Positive,45,348807.28,348807.28125,1,test,1,1
1061319,72823,RnaseP,Clinical Sample,S1061691,Positive,45,292631.06,292631.0625,1,test,1,1
1061364,72824,RnaseP,Clinical Sample,S1062956,Positive,45,408434.88,408434.875,1,train,1,1
1061409,72832,RnaseP,Clinical Sample,S1061301,Positive,45,257607.44,257607.4375,1,train,1,1
1061454,72843,RnaseP,Clinical Sample,S1061695,Positive,45,222378.53,222378.53125,1,train,1,1
1061499,72849,RnaseP,Clinical Sample,S1061309,Positive,45,258772.28,258772.28125,1,train,1,1
1061544,72850,RnaseP,Clinical Sample,S1061712,Positive,45,64506.59,64506.58984375,1,train,1,1
1061589,72851,RnaseP,Clinical Sample,S1061318,Positive,45,219253.39,219253.390625,1,train,1,1
1061634,72852,RnaseP,Clinical Sample,S1061703,Positive,45,304077.78,304077.78125,1,train,1,1
1061679,72853,RnaseP,Clinical Sample,S1061617,Positive,45,320243.8,320243.8125,1,test,1,1
1061724,72854,RnaseP,Clinical Sample,S1061504,Positive,45,315286.28,315286.28125,1,train,1,1
1061769,72855,RnaseP,Clinical Sample,S1061630,Positive,45,296059.53,296059.53125,1,train,1,1
1061814,72833,RnaseP,Clinical Sample,S1061513,Positive,45,349244.53,349244.53125,1,val,1,1
1061859,72834,RnaseP,Clinical Sample,S1061633,Positive,45,52923.242,52923.2421875,1,test,1,1
1061904,72835,RnaseP,Clinical Sample,S1061523,Positive,45,371846.97,371846.96875,1,test,1,1
1061949,72836,RnaseP,Clinical Sample,S1061642,Positive,45,123345.11,123345.109375,1,train,1,1
1061994,72837,RnaseP,Clinical Sample,S1061532,Positive,45,351219.94,351219.9375,1,train,1,1
1062039,72838,RnaseP,Clinical Sample,S1061645,Positive,45,181189.97,181189.96875,1,train,1,1
1062084,72839,RnaseP,Clinical Sample,S1061540,Positive,45,375259.53,375259.53125,1,test,1,1
1062129,72840,RnaseP,Clinical Sample,S1061658,Positive,45,102018.93,102018.9296875,1,test,1,1
1062174,72841,RnaseP,Clinical Sample,S1061286,Positive,45,346993.84,346993.84375,1,val,1,1
1062219,72842,RnaseP,Clinical Sample,S1061669,Positive,45,256723.62,256723.625,1,train,1,1
1062264,72844,RnaseP,Clinical Sample,S1061294,Positive,45,366370.97,366370.96875,1,train,1,1
1062309,72845,RnaseP,Clinical Sample,S1061675,Positive,45,311234.34,311234.34375,1,val,1,1
1062354,72846,RnaseP,Clinical Sample,S1061607,Positive,45,387065.3,387065.3125,1,train,1,1
1062399,72847,RnaseP,Clinical Sample,S1061692,Positive,45,153430.48,153430.484375,1,train,1,1
1062444,72856,RnaseP,Clinical Sample,S1061603,Positive,45,316958.66,316958.65625,1,test,1,1
1062489,72867,RnaseP,Clinical Sample,S1062871,Positive,45,297518.62,297518.625,1,test,1,1
1062534,72873,RnaseP,Clinical Sample,S1061606,Negative,45,33292.85,33292.8515625,1,test,0,1
1062579,72874,RnaseP,Clinical Sample,S1062879,Positive,45,305349.97,305349.96875,1,train,1,1
1062624,72875,RnaseP,Clinical Sample,S1061550,Positive,45,347099.34,347099.34375,1,train,1,1
1062669,72876,RnaseP,Clinical Sample,S1062887,Positive,45,363999.66,363999.65625,1,test,1,1
1062714,72877,RnaseP,Clinical Sample,S1061557,Positive,45,390346.28,390346.28125,1,train,1,1
1062759,72878,RnaseP,Clinical Sample,S1062894,Positive,45,355514.22,355514.21875,1,test,1,1
1062804,72879,RnaseP,Clinical Sample,S1061565,Positive,45,398513.8,398513.8125,1,train,1,1
1062849,72857,RnaseP,Clinical Sample,S1062902,Positive,45,344276.1,344276.09375,1,test,1,1
1062894,72858,RnaseP,Clinical Sample,S1061581,Positive,45,196613.11,196613.109375,1,train,1,1
1062939,72859,RnaseP,Clinical Sample,S1062910,Positive,45,368716.4,368716.40625,1,test,1,1
1062984,72860,RnaseP,Clinical Sample,S1061579,Positive,45,353049.0,353049.0,1,train,1,1
1063029,72861,RnaseP,Clinical Sample,S1062918,Positive,45,302587.22,302587.21875,1,train,1,1
1063074,72862,RnaseP,Clinical Sample,S1061783,Positive,45,440387.4,440387.40625,1,train,1,1
1063119,72863,RnaseP,Clinical Sample,S1062926,Positive,45,406755.8,406755.8125,1,test,1,1
1063164,72864,RnaseP,Clinical Sample,S1061717,Positive,45,167211.62,167211.625,1,val,1,1
1063209,72865,RnaseP,Clinical Sample,S1062934,Positive,45,346830.47,346830.46875,1,test,1,1
1063254,72866,RnaseP,Clinical Sample,S1061725,Positive,45,223094.6,223094.59375,1,val,1,1
1063299,72868,RnaseP,Clinical Sample,S1062942,Positive,45,289967.6,289967.59375,1,train,1,1
1063344,72869,RnaseP,Clinical Sample,S1061730,Positive,45,392421.06,392421.0625,1,val,1,1
1063389,72870,RnaseP,Clinical Sample,S1062949,Positive,45,351761.88,351761.875,1,train,1,1
1063434,72871,RnaseP,Clinical Sample,S1061598,Positive,45,316958.62,316958.625,1,train,1,1
1063479,72872,RnaseP,Clinical Sample,S1062957,Positive,45,275668.4,275668.40625,1,test,1,1
1063524,72880,RnaseP,Clinical Sample,S1061302,Positive,45,286539.97,286539.96875,1,train,1,1
1063569,72891,RnaseP,Clinical Sample,S1061696,Positive,45,210339.98,210339.984375,1,test,1,1
1063614,72897,RnaseP,Clinical Sample,S1061310,Positive,45,270620.7,270620.6875,1,train,1,1
1063659,72898,RnaseP,Clinical Sample,S1061711,Positive,45,171453.88,171453.875,1,val,1,1
1063704,72899,RnaseP,Clinical Sample,S1061312,Positive,45,423571.53,423571.53125,1,val,1,1
1063749,72900,RnaseP,Clinical Sample,S1061496,Positive,45,273062.2,273062.1875,1,train,1,1
1063794,72901,RnaseP,Clinical Sample,S1061618,Positive,45,310499.3,310499.3125,1,train,1,1
1063839,72902,RnaseP,Clinical Sample,S1061505,Positive,45,304104.94,304104.9375,1,train,1,1
1063884,72903,RnaseP,Clinical Sample,S1061629,Positive,45,393306.28,393306.28125,1,train,1,1
1063929,72881,RnaseP,Clinical Sample,S1061516,Positive,45,469161.06,469161.0625,1,test,1,1
1063974,72882,RnaseP,Clinical Sample,S1061634,Positive,45,379736.03,379736.03125,1,train,1,1
1064019,72883,RnaseP,Clinical Sample,S1061524,Positive,45,395213.0,395213.0,1,train,1,1
1064064,72884,RnaseP,Clinical Sample,S1061652,Positive,45,206339.7,206339.703125,1,test,1,1
1064109,72885,RnaseP,Clinical Sample,S1061533,Negative,45,32146.922,32146.921875,1,test,0,1
1064154,72886,RnaseP,Clinical Sample,S1061644,Positive,45,388789.72,388789.71875,1,test,1,1
1064199,72887,RnaseP,Clinical Sample,S1061280,Positive,45,384955.72,384955.71875,1,test,1,1
1064244,72888,RnaseP,Clinical Sample,S1061659,Positive,45,332466.0,332466.0,1,test,1,1
1064289,72889,RnaseP,Clinical Sample,S1061274,Positive,45,292490.66,292490.65625,1,train,1,1
1064334,72893,RnaseP,Clinical Sample,S1061676,Positive,45,316721.7,316721.6875,1,test,1,1
1064379,72894,RnaseP,Clinical Sample,S1061608,Positive,45,453993.5,453993.5,1,train,1,1
1064424,72904,RnaseP,Clinical Sample,S1061604,Positive,45,344618.12,344618.125,1,test,1,1
1064469,72915,RnaseP,Clinical Sample,S1062872,Positive,45,293074.22,293074.21875,1,test,1,1
1064514,72921,RnaseP,Clinical Sample,S1061541,Positive,45,342605.03,342605.03125,1,train,1,1
1064559,72922,RnaseP,Clinical Sample,S1062880,Positive,45,209646.31,209646.3125,1,val,1,1
1064604,72923,RnaseP,Clinical Sample,S1061551,Positive,45,364148.56,364148.5625,1,train,1,1
1064649,72924,RnaseP,Clinical Sample,S1062888,Positive,45,358842.8,358842.8125,1,test,1,1
1064694,72925,RnaseP,Clinical Sample,S1061558,Positive,45,320885.5,320885.5,1,train,1,1
1064739,72926,RnaseP,Clinical Sample,S1062895,Positive,45,314106.28,314106.28125,1,val,1,1
1064784,72927,RnaseP,Clinical Sample,S1061566,Positive,45,443747.28,443747.28125,1,train,1,1
1064829,72905,RnaseP,Clinical Sample,S1062903,Positive,45,339496.72,339496.71875,1,train,1,1
1064874,72906,RnaseP,Clinical Sample,S1061582,Positive,45,191880.1,191880.09375,1,val,1,1
1064919,72907,RnaseP,Clinical Sample,S1062911,Positive,45,276979.7,276979.6875,1,train,1,1
1064964,72908,RnaseP,Clinical Sample,S1061580,Positive,45,236781.17,236781.171875,1,train,1,1
1065009,72909,RnaseP,Clinical Sample,S1062919,Positive,45,348629.8,348629.8125,1,train,1,1
1065054,72910,RnaseP,Clinical Sample,S1061779,Positive,45,384524.56,384524.5625,1,test,1,1
1065099,72911,RnaseP,Clinical Sample,S1062927,Positive,45,385880.9,385880.90625,1,train,1,1
1065144,72912,RnaseP,Clinical Sample,S1061719,Positive,45,143875.2,143875.203125,1,test,1,1
1065189,72913,RnaseP,Clinical Sample,S1062935,Positive,45,233385.02,233385.015625,1,train,1,1
